"global_id";"system_object_id";"ID";"Name";"Mode";"District";"Address";"LocationDescription";"Longitude_WGS84";"Latitude_WGS84";"CarCapacity";"AdmArea";
"1704783";"9";"9";"Парковка такси по адресу улица Юности, дом 5/1";"круглосуточно";"район Вешняки";"улица Юности, дом 5/1";"Центральный вход в парк";"37.8106749058861";"55.7319150217504";"4";"Восточный административный округ";
"1704784";"10";"10";"Парковка такси по адресу Зеленый проспект, дом 22";"круглосуточно";"район Новогиреево";"Зелёный проспект, дом 22";"Возле станции метро «Перово»";"37.7876669169563";"55.7513774219907";"4";"Восточный административный округ";
"1704785";"32";"32";"Парковка такси по адресу Кусковская улица, дом 2А";"круглосуточно";"район Перово";"Кусковская улица, дом 2А";"Площадка ГУП «Мосгортранс»";"37.7660251019551";"55.7375206849286";"5";"Восточный административный округ";
"1704786";"45";"45";"Парковка такси по адресу Солнцевский проспект, дом 6";"круглосуточно";"район Солнцево";"Солнцевский проспект, дом 6";"В заездном кармане между домом 4 и домом 6";"37.3969995975494";"55.6522774478031";"3";"Западный административный округ";
"1704788";"93";"93";"Парковка такси по адресу Алтуфьевское шоссе, дом 88А";"круглосуточно";"район Бибирево";"Алтуфьевское шоссе, дом 88А";"Дублер в составе ТПУ «Алтуфьево»";"37.5876635135136";"55.8992774344083";"3";"Северо-Восточный административный округ";
"1704789";"47";"47";"Парковка такси по адресу территория Ленинские Горы, дом 1, строение 5";"круглосуточно";"район Раменки";"территория Ленинские Горы, дом 1, строение 5";"Дублер после остановок в сторону «МГУ», напротив ТЦ «Университи»";"37.5352352857589";"55.6941533570209";"4";"Западный административный округ";
"1704790";"48";"48";"Парковка такси по адресу Минская улица, дом 16А";"круглосуточно";"район Филёвский Парк";"Минская улица, дом 16А";"";"37.4838709831237";"55.7401732576517";"4";"Западный административный округ";
"1704791";"49";"49";"Парковка такси по адресу Кутузовский проспект, дом 17";"круглосуточно";"район Дорогомилово";"Кутузовский проспект, дом 17";"";"37.5562369823455";"55.7471938502241";"4";"Западный административный округ";
"1704792";"50";"50";"Парковка такси по адресу Интернациональная улица, дом 2";"круглосуточно";"район Внуково";"Интернациональная улица, дом 2";"Боровское шоссе дублер, после пересечения с Интернациональной улицей, у дома 2, на парковке";"37.2572672367095";"55.6116868160722";"2";"Западный административный округ";
"1704793";"51";"51";"Парковка такси по адресу Сколковское шоссе, дом 31";"круглосуточно";"Можайский район";"Сколковское шоссе, дом 31";"Заездной карман после остановки Мосгортранса «Сколковское шоссе, 31» напротив ТЦ «Спортхит»";"37.4028360843658";"55.7061636446761";"2";"Западный административный округ";
"1704794";"52";"52";"Парковка такси по адресу Полоцкая улица, дом 7";"круглосуточно";"район Кунцево";"Полоцкая улица, дом 7";"Рядом с магазином «Пятерочка»";"37.4238699674606";"55.7285449824416";"2";"Западный административный округ";
"1704795";"53";"53";"Парковка такси по адресу Боровское шоссе, дом 51, строение 1";"круглосуточно";"район Ново-Переделкино";"Боровское шоссе, дом 51, строение 1";"На парковке ТЦ, Боровское шоссе, дом 51, строение 1, на перекрестке с улицей Шолохова";"37.352984547615";"55.637483271792";"5";"Западный административный округ";
"1704796";"54";"54";"Парковка такси по адресу улица Шолохова, дом 15";"круглосуточно";"район Ново-Переделкино";"улица Шолохова, дом 15";"Заездной карман, перед перекрестком с улицей Скульптора Мухиной";"37.3459893465042";"55.6420459351014";"3";"Западный административный округ";
"1704797";"97";"97";"Парковка такси по адресу Бутырская улица, дом 9, строение 1";"круглосуточно";"Савёловский район";"Бутырская улица, дом 9, строение 1";"";"37.5839066505432";"55.7952019522522";"3";"Северный административный округ";
"1704798";"55";"55";"Парковка такси по адресу Багратионовский проезд, дом 5";"круглосуточно";"район Филёвский Парк";"Багратионовский проезд, дом 5";"ТЦ «Филион» вдоль проезжей части";"37.5085848569869";"55.744767736658";"3";"Западный административный округ";
"1704799";"56";"56";"Парковка такси по адресу площадь Киевского Вокзала, дом 1";"круглосуточно";"район Дорогомилово";"площадь Киевского Вокзала, дом 1";"Возле центрального входа в здание Киевского вокзала";"37.5677758455276";"55.7437033392895";"20";"Западный административный округ";
"1704800";"57";"57";"Парковка такси по адресу проспект Маршала Жукова, дом 18";"круглосуточно";"район Хорошёво-Мнёвники";"проспект Маршала Жукова, дом 18";"В кармане у магазина «Пятерочка»";"37.4874383211135";"55.7758006426131";"4";"Северо-Западный административный округ";
"1704801";"58";"58";"Парковка такси по адресу Беговая улица, дом 22";"круглосуточно";"район Беговой";"Беговая улица, дом 22";"Возле ипподрома, у входа в ресторан «Бега»";"37.5592839717864";"55.7792460457571";"3";"Северный административный округ";
"1704802";"59";"59";"Парковка такси по адресу Большая Академическая улица, дом 35";"круглосуточно";"район Коптево";"Большая Академическая улица, дом 35";"На парковке ресторана «Павлин Мавлин»";"37.5311529636383";"55.8312551032775";"2";"Северный административный округ";
"1704803";"60";"60";"Парковка такси по адресу Дмитровское шоссе, дом 13";"круглосуточно";"Тимирязевский район";"Дмитровское шоссе, дом 13";"";"37.574508190155";"55.8184906636151";"4";"Северный административный округ";
"1704804";"61";"61";"Парковка такси по адресу Дмитровское шоссе, дом 26";"круглосуточно";"Тимирязевский район";"Дмитровское шоссе, дом 26";"У ТЦ «Европа»";"37.5732314586639";"55.8358313219755";"4";"Северный административный округ";
"1704808";"33";"33";"Парковка такси по адресу Суздальская улица, дом 24";"круглосуточно";"район Новокосино";"Суздальская улица, дом 24";"";"37.8582215309143";"55.7434234812055";"4";"Восточный административный округ";
"1704809";"34";"34";"Парковка такси по адресу Вешняковская улица, дом 18";"круглосуточно";"район Вешняки";"Вешняковская улица, дом 18";"";"37.8259170055389";"55.7232733635467";"2";"Восточный административный округ";
"1704810";"35";"35";"Парковка такси по адресу шоссе Энтузиастов, дом 26";"круглосуточно";"район Перово";"шоссе Энтузиастов, дом 26";"";"37.7194172143936";"55.7514539036421";"3";"Восточный административный округ";
"1704811";"36";"36";"Парковка такси по адресу шоссе Энтузиастов, дом 7А";"круглосуточно";"район Лефортово";"шоссе Энтузиастов, дом 7А";"Стоянка возле ТЦ «Рогожская Застава»";"37.7003896236419";"55.7488755852817";"4";"Юго-Восточный административный округ";
"1704812";"37";"37";"Парковка такси по адресу улица Лобачевского, дом 80";"круглосуточно";"район Проспект Вернадского";"улица Лобачевского, дом 80";"Отдельная свободная площадка напротив «МГИМО»";"37.488248348236";"55.6733737703567";"5";"Западный административный округ";
"1704813";"38";"38";"Парковка такси по адресу Мичуринский проспект, дом 3, корпус 1";"круглосуточно";"район Тропарёво-Никулино";"Мичуринский проспект, дом 3, корпус 1";"«островок» напротив ТЦ «Фестиваль»";"37.4646878242492";"55.6771488485817";"5";"Западный административный округ";
"1704814";"39";"39";"Парковка такси по адресу Матвеевская улица, дом 2";"круглосуточно";"район Очаково-Матвеевское";"Матвеевская улица, дом 2";"Напротив Матвеевской улицы, дома 2, ТЦ «ТУК-ТУК» около рынка, примыкающего к платформе «Матвеевское» в заездном кармане";"37.4793702363967";"55.7046402686554";"4";"Западный административный округ";
"1704815";"96";"96";"Парковка такси по адресу Рижская площадь, дом 3";"круглосуточно";"район Марьина Роща";"Рижская площадь, дом 3";"Перед зданием Рижского вокзала";"37.6331788301467";"55.7924646667272";"4";"Северо-Восточный административный округ";
"1704816";"40";"40";"Парковка такси по адресу Малая Филёвская улица, дом 70";"круглосуточно";"район Фили-Давыдково";"Малая Филёвская улица, дом 70";"Заездной карман около станции метро «Кунцевская»";"37.4462288618087";"55.7309403883774";"2";"Западный административный округ";
"1704817";"41";"41";"Парковка такси по адресу Молодогвардейская улица, дом 25, корпус 1";"круглосуточно";"район Кунцево";"Молодогвардейская улица, дом 25, корпус 1";"После остановки Мосгортранса «Аптека 269»";"37.4191761016845";"55.7337826655286";"3";"Западный административный округ";
"1704818";"42";"42";"Парковка такси по адресу Осенний бульвар, дом 12";"круглосуточно";"район Крылатское";"Осенний бульвар, дом 12";"Возле северного вестибюля станции метро «Крылатское», на проезжей части у универсама «Перекресток»";"37.408457994461";"55.7587441275626";"3";"Западный административный округ";
"1704819";"43";"43";"Парковка такси по адресу 1-я Чоботовская аллея, дом 14А";"круглосуточно";"район Солнцево";"1-я Чоботовская аллея, дом 14А";"Площадка перед платформой «Переделкино»";"37.3928046226501";"55.6732830188001";"5";"Западный административный округ";
"1704820";"44";"44";"Парковка такси по адресу Наро-Фоминская улица, дом 17";"круглосуточно";"район Солнцево";"Наро-Фоминская улица, дом 17";"Площадка перед платформой «Солнечная»";"37.3835778236389";"55.6561937749984";"8";"Западный административный округ";
"1704821";"165";"165";"Парковка такси по адресу Привольная улица, дом 71";"круглосуточно";"район Выхино-Жулебино";"Привольная улица, дом 71";"";"37.8514569997787";"55.6799466482648";"4";"Юго-Восточный административный округ";
"1704822";"166";"166";"Парковка такси по адресу Рязанский проспект, дом 1";"круглосуточно";"Нижегородский район";"Рязанский проспект, дом 1";"Поворот к ГИБДД ЮВАО";"37.7291321754455";"55.7310340267341";"3";"Юго-Восточный административный округ";
"1704823";"167";"167";"Парковка такси по адресу Рязанский проспект, дом 2";"круглосуточно";"Нижегородский район";"Рязанский проспект, дом 2";"ТЦ «Город»";"37.7308756113052";"55.7310793355358";"5";"Юго-Восточный административный округ";
"1704824";"168";"168";"Парковка такси по адресу улица Генерала Кузнецова, дом 16";"круглосуточно";"район Выхино-Жулебино";"улица Генерала Кузнецова, дом 16";"";"37.8582161664962";"55.6878399014534";"5";"Юго-Восточный административный округ";
"1704825";"169";"169";"Парковка такси по адресу улица Гурьянова, дом 2, строение1";"круглосуточно";"район Печатники";"улица Гурьянова, дом 2, строение1";"Выход из станции метро «Печатники»";"37.728676199913";"55.6924692638379";"4";"Юго-Восточный административный округ";
"1704826";"170";"170";"Парковка такси по адресу улица Трофимова, дом 35/20";"круглосуточно";"Южнопортовый район";"улица Трофимова, дом 35/20";"Станция метро «Кожуховская»";"37.6858949661254";"55.7049697339787";"5";"Юго-Восточный административный округ";
"1704827";"171";"171";"Парковка такси по адресу улица Хлобыстова, дом 2";"круглосуточно";"район Выхино-Жулебино";"улица Хлобыстова, дом 2";"Автостанция «Выхино»";"37.8170228004455";"55.7155564845584";"10";"Юго-Восточный административный округ";
"1704828";"172";"172";"Парковка такси по адресу Хвалынский бульвар, дом 5";"круглосуточно";"район Выхино-Жулебино";"Хвалынский бульвар, дом 5";"";"37.8510224819183";"55.6983496685692";"3";"Юго-Восточный административный округ";
"1704829";"173";"173";"Парковка такси по адресу Шарикоподшипниковская улица, дом 13/2";"круглосуточно";"Южнопортовый район";"Шарикоподшипниковская улица, дом 13/2";"Выход из станции метро «Дубровка»";"37.6770114898681";"55.7174813147954";"5";"Юго-Восточный административный округ";
"1704830";"174";"174";"Парковка такси по адресу проспект Вернадского, дом 14А";"круглосуточно";"район Проспект Вернадского";"проспект Вернадского, дом 14А";"Карман после остановки ГУП «Мосгортранс»";"37.5046849250793";"55.6779171291822";"2";"Западный административный округ";
"1704831";"175";"175";"Парковка такси по адресу улица Гарибальди, дом 23";"круглосуточно";"район Черёмушки";"улица Гарибальди, дом 23";"Возле ТЦ «Панорама», между улицей Профсоюзной, домом 56 и улицей Гарибальди, домом 23, перед остановкой Мосгортранса «станция метро Новые Черемушки»";"37.5536996126174";"55.6711623975016";"4";"Юго-Западный административный округ";
"1704832";"176";"176";"Парковка такси по адресу бульвар Дмитрия Донского, дом 9, корпус 1 (1)";"круглосуточно";"район Северное Бутово";"бульвар Дмитрия Донского, дом 9, корпус 1";"В сторону центра площадка возле выхода из метро";"37.5769650936126";"55.5700835677245";"4";"Юго-Западный административный округ";
"1704834";"67";"67";"Парковка такси по адресу Ленинградский проспект, дом 36, строение 39";"круглосуточно";"район Аэропорт";"Ленинградский проспект, дом 36, строение 39";"Выход из станции метро «Динамо»";"37.5566232204437";"55.7908652467548";"4";"Северный административный округ";
"1704836";"69";"69";"Парковка такси по адресу Ленинградское шоссе, дом 11";"круглосуточно";"Войковский район";"Ленинградское шоссе, дом 11";"Станция метро «Войковская», дублер";"37.4980491399765";"55.8180717406316";"4";"Северный административный округ";
"1704838";"71";"71";"Парковка такси по адресу Михалковская улица, дом 4";"круглосуточно";"район Коптево";"Михалковская улица, дом 4";"Парковка кинотеатра «Байкал»";"37.5378370285034";"55.8370754542273";"3";"Северный административный округ";
"1704839";"72";"72";"Парковка такси по адресу площадь Ганецкого, дом 1А";"круглосуточно";"Войковский район";"площадь Ганецкого, дом 1А";"Станция метро «Войковская»";"37.4985641241073";"55.8203019261899";"4";"Северный административный округ";
"1704841";"74";"74";"Парковка такси по адресу Тимирязевская улица, дом 17";"круглосуточно";"Тимирязевский район";"Тимирязевская улица, дом 17";"Парковка у театра «Золотое кольцо»";"37.5677382946014";"55.8116034796309";"3";"Северный административный округ";
"1704842";"75";"75";"Парковка такси по адресу улица Нижняя Масловка, дом 10";"круглосуточно";"Савёловский район";"улица Нижняя Масловка, дом 10";"Парковка КТ «Прага»";"37.5780647993087";"55.7922284357061";"3";"Северный административный округ";
"1704843";"76";"76";"Парковка такси по адресу Фестивальная улица, дом 2 Б";"круглосуточно";"район Левобережный";"Фестивальная улица, дом 2 Б";"Стоянка у Торгового центра в составе ТПУ «Речной вокзал»";"37.4774765968322";"55.8551455252964";"3";"Северный административный округ";
"1704845";"78";"78";"Парковка такси по адресу Хорошёвское шоссе, дом 1";"круглосуточно";"Хорошёвский район";"Хорошёвское шоссе, дом 1";"Выход из станции метро «Беговая», перед остановкой Мосгортранса";"37.5434052944183";"55.7738273936575";"4";"Северный административный округ";
"1704846";"79";"79";"Парковка такси по адресу Хорошёвское шоссе, дом 22";"круглосуточно";"Хорошёвский район";"Хорошёвское шоссе, дом 22";"После остановки Мосгортранса «станция метро «Беговая»";"37.5434482097625";"55.7739993780452";"4";"Северный административный округ";
"1704847";"65";"65";"Парковка такси по адресу Коровинское шоссе, дом 16";"круглосуточно";"район Западное Дегунино";"Коровинское шоссе, дом 16";"У въезда на территорию рынка";"37.5276982784271";"55.8740649175799";"3";"Северный административный округ";
"1704848";"66";"66";"Парковка такси по адресу Коровинское шоссе, дом 23";"круглосуточно";"район Западное Дегунино";"Коровинское шоссе, дом 23";"Парковка у кафе «На востоке»";"37.5235247611999";"55.8773812585423";"3";"Северный административный округ";
"1704849";"80";"80";"Парковка такси по адресу Хорошёвское шоссе, дом 37";"круглосуточно";"Хорошёвский район";"Хорошёвское шоссе, дом 37";"У АЗС";"37.5172859430313";"55.777034626736";"2";"Северный административный округ";
"1704850";"98";"98";"Парковка такси по адресу улица Маршала Василевского, дом 42";"круглосуточно";"район Щукино";"улица Маршала Василевского, дом 42";"Станция метро «Щукинская», ТЦ «Щука», перед центральным входом";"37.4631804227828";"55.8096983627912";"4";"Северо-Западный административный округ";
"1704851";"81";"81";"Парковка такси по адресу Хорошёвское шоссе, дом 39, строение 1А";"круглосуточно";"Хорошёвский район";"Хорошёвское шоссе, дом 39, строение 1А";"";"37.5152689218521";"55.7774690763941";"4";"Северный административный округ";
"1704852";"82";"82";"Парковка такси по адресу Хорошёвское шоссе, дом 82";"круглосуточно";"Хорошёвский район";"Хорошёвское шоссе, дом 82";"Станция метро «Полежаевская», до автобусной остановки";"37.5218296051025";"55.7780030807969";"4";"Северный административный округ";
"1704853";"83";"83";"Парковка такси по адресу улица Яблочкова, дом 19Г";"круглосуточно";"Бутырский район";"улица Яблочкова, дом 19 Г";"ТЦ «МОЛЛ ДЕПО»";"37.5793039798736";"55.8194158947992";"3";"Северо-Восточный административный округ";
"1704854";"84";"84";"Парковка такси по адресу Ботаническая улица, дом 29, корпус 1";"круглосуточно";"район Марфино";"Ботаническая улица, дом 29, корпус 1";"Вне проезжей части";"37.5933963060379";"55.8345268984437";"6";"Северо-Восточный административный округ";
"1704855";"85";"85";"Парковка такси по адресу улица Хачатуряна, дом 8";"круглосуточно";"район Отрадное";"улица Хачатуряна, дом 8";"";"37.5919532775878";"55.8574036935628";"4";"Северо-Восточный административный округ";
"1704856";"86";"86";"Парковка такси по адресу улица Плещеева, дом 4";"круглосуточно";"район Бибирево";"улица Плещеева, дом 4";"Территория парковки ТЦ «Перекресток», рядом с выходом из станции метро «Бибирево»";"37.6053518234766";"55.8840772671373";"4";"Северо-Восточный административный округ";
"1704857";"222";"222";"Парковка такси по адресу Домодедовская улица, дом 12";"круглосуточно";"район Орехово-Борисово Северное";"Домодедовская улица, дом 12";"На территории парковки ТЦ «Перекресток», у ресторана «Шанхай»";"37.7065104246139";"55.6143287268672";"4";"Южный административный округ";
"1704858";"223";"223";"Парковка такси по адресу Домодедовская улица, дом 28";"круглосуточно";"район Орехово-Борисово Южное";"Домодедовская улица, дом 28";"В заездном кармане";"37.7130657434463";"55.604902470636";"4";"Южный административный округ";
"1704859";"224";"224";"Парковка такси по адресу Кузьминская улица, дом 8";"круглосуточно";"район Кузьминки";"Кузьминская улица, дом 8";"Кузьминская улица вход в парк ПКиО «Кузьминки-Люблино», разметка";"37.7902553197054";"55.6934188957667";"5";"Юго-Восточный административный округ";
"1704860";"225";"225";"Парковка такси по адресу Мячковский бульвар, дом 31/19";"круглосуточно";"район Марьино";"Мячковский бульвар, дом 31/19";"Вход в парк «850 летия», разметка";"37.7633692857853";"55.6479603781192";"4";"Юго-Восточный административный округ";
"1704861";"239";"239";"Парковка такси по адресу Прохладная улица, дом 28";"круглосуточно";"район Бирюлёво Восточное";"Прохладная улица, дом 28";"1-я Радиальная улица, вход в музей заповедник «Царицыно», заездной карман";"37.674468755722";"55.6160373908902";"3";"Южный административный округ";
"1704862";"240";"240";"Парковка такси по адресу Дольская улица, дом 1, строение 22";"круглосуточно";"район Орехово-Борисово Северное";"Дольская улица, дом 1, строение 22";"улица Новоцарицынское шоссе вход музей заповедник «Царицыно», заездной карман";"37.6861310005187";"55.6196362481021";"3";"Южный административный округ";
"1704863";"241";"241";"Парковка такси по адресу Тверская улица, дом 4";"круглосуточно";"Тверской район";"Тверская улица, дом 4";"В заездном кармане на пересечении с Камергерским переулком, разметка";"37.6119912026479";"55.7593572895312";"3";"Центральный административный округ";
"1704864";"242";"242";"Парковка такси по адресу улица Кузнецкий Мост, дом 13/9, строение 1";"круглосуточно";"Мещанский район";"улица Кузнецкий Мост, дом 13/9, строение 1";"Московский Дом Художника, разметка";"37.6232618455833";"55.7622151838537";"2";"Центральный административный округ";
"1704865";"243";"243";"Парковка такси по адресу Неглинная улица, дом 8/10";"круглосуточно";"Мещанский район";"Неглинная улица, дом 8/10";"Пересечение с улицей Кузнецкий мост - ресторан «Елки-палки», разметка";"37.6201664686595";"55.7616424506374";"3";"Центральный административный округ";
"1704867";"245";"245";"Парковка такси по адресу Театральный проезд, дом 1";"круглосуточно";"Тверской район";"Театральный проезд, дом 1";"Возле Малого театра, разметка";"37.620824146179";"55.7590870214213";"3";"Центральный административный округ";
"1704868";"246";"246";"Парковка такси по адресу Пушечная улица, дом 1";"круглосуточно";"Мещанский район";"Пушечная улица, дом 1";"На пересечении с Неглинной улицей, разметка";"37.6206463692869";"55.7609623795797";"2";"Центральный административный округ";
"1704869";"247";"247";"Парковка такси по адресу Пушечная улица, дом 9";"круглосуточно";"Мещанский район";"Пушечная улица, дом 9";"Перед аркой у кофейни, напротив «Детского мира», разметка";"37.6241092081909";"55.7607194681305";"2";"Центральный административный округ";
"1704870";"248";"248";"Парковка такси по адресу Неглинная улица, дом 2";"круглосуточно";"Мещанский район";"Неглинная улица, дом 2";"Пересечение с Театральным проездом";"37.622063755989";"55.7592723517116";"2";"Центральный административный округ";
"1704871";"249";"249";"Парковка такси по адресу улица Рождественка, дом 28/8, строение 16";"круглосуточно";"Мещанский район";"улица Рождественка, дом 28/8, строение 16";"У входа в церковь";"37.6235604286193";"55.7658654962345";"2";"Центральный административный округ";
"1704872";"250";"250";"Парковка такси по адресу улица Покровка, дом 10";"круглосуточно";"Басманный район";"улица Покровка, дом 10";"Напротив дома 13";"37.6440444588661";"55.7592119835995";"3";"Центральный административный округ";
"1704873";"87";"87";"Парковка такси по адресу Костромская улица, дом 17";"круглосуточно";"район Бибирево";"Костромская улица, дом 17";"У выхода из станции метро «Бибирево»";"37.6012659072875";"55.884273857503";"4";"Северо-Восточный административный округ";
"1704874";"88";"88";"Парковка такси по адресу улица Лескова, дом 18А";"круглосуточно";"район Бибирево";"улица Лескова, дом 18А";"«Авто Комис-С»";"37.6070237248677";"55.8975901727366";"4";"Северо-Восточный административный округ";
"1704875";"89";"89";"Парковка такси по адресу улица Менжинского, дом 36";"круглосуточно";"Бабушкинский район";"улица Менжинского, дом 36";"На парковке";"37.6626884937286";"55.8700881550667";"4";"Северо-Восточный административный округ";
"1704876";"90";"90";"Парковка такси по адресу проспект Мира, дом 97";"круглосуточно";"Останкинский район";"проспект Мира, дом 97";"В парковочном кармане у «Макдоналдса»";"37.6369392871856";"55.8100339655404";"4";"Северо-Восточный административный округ";
"1704877";"99";"99";"Парковка такси по адресу Пятницкое шоссе, дом 18";"круглосуточно";"район Митино";"Пятницкое шоссе, дом 18";"На парковке Митинского радиорынка у входа в отель «Митино»";"37.382515668869";"55.843367803863";"3";"Северо-Западный административный округ";
"1704878";"100";"100";"Парковка такси по адресу улица Народного Ополчения, дом 46, корпус 1";"круглосуточно";"район Щукино";"улица Народного Ополчения, дом 46, корпус 1";"ТЦ «Дарья», карман у выхода из станции метро «Октябрьское поле» в сторону улицы Маршала Бирюзова, дом 13";"37.4940955638885";"55.7930246124924";"4";"Северо-Западный административный округ";
"1704879";"195";"195";"Парковка такси по адресу Старокачаловская улица, дом 1Б";"круглосуточно";"район Северное Бутово";"Старокачаловская улица, дом 1Б";"Парковка возле ресторана «Пронто»";"37.5854462385177";"55.5690310922507";"3";"Юго-Западный административный округ";
"1704880";"196";"196";"Парковка такси по адресу улица Вавилова, дом 8 (1)";"круглосуточно";"Гагаринский район";"улица Вавилова, дом 8";"Станция метро «Ленинский проспект»";"37.58549451828";"55.7069192655084";"4";"Юго-Западный административный округ";
"1704882";"198";"198";"Парковка такси по адресу улица Каховка, дом 29А";"круглосуточно";"район Черёмушки";"улица Каховка, дом 29А";"В кармане после остановки Мосгортранса";"37.5701236365785";"55.6560283529851";"3";"Юго-Западный административный округ";
"1704883";"199";"199";"Парковка такси по адресу улица Каховка, дом 1, строение 1";"круглосуточно";"район Черёмушки";"улица Каховка, дом 1, строение 1";"У выхода из станции метро «Каховская», рядом с остановкой Мосгортранса в сторону Чонгарского бульвара";"37.5975143547111";"55.6527839290377";"4";"Юго-Западный административный округ";
"1704884";"200";"200";"Парковка такси по адресу Профсоюзная улица, дом 129А (1)";"круглосуточно";"район Ясенево";"Профсоюзная улица, дом 129А";"На Новоясеневском проспекте";"37.5075030148946";"55.6179226819819";"3";"Юго-Западный административный округ";
"1704886";"202";"202";"Парковка такси по адресу Братеевская улица, дом 21";"круглосуточно";"район Братеево";"Братеевская улица, дом 21";"Хордовый проезд у остановки Мосгортранс «Братеевская улица, дом 21»";"37.7494043111801";"55.6330321193632";"4";"Южный административный округ";
"1704887";"203";"203";"Парковка такси по адресу Булатниковский проезд, владение 14Д";"круглосуточно";"район Бирюлёво Западное";"Булатниковский проезд, владение 14Д";"На территории парковки магазина, напротив выхода с платформы «Бирюлево-Пассажирская»";"37.6585471630096";"55.5818287358769";"4";"Южный административный округ";
"1704888";"204";"204";"Парковка такси по адресу Варшавское шоссе, дом 158, корпус 2";"круглосуточно";"район Чертаново Южное";"Варшавское шоссе, дом 158, корпус 2";"На территории парковки между дублёром и Варшавским шоссе";"37.5967705249786";"55.5834023760729";"4";"Южный административный округ";
"1704889";"205";"205";"Парковка такси по адресу Варшавское шоссе, дом 26";"круглосуточно";"Нагорный район";"Варшавское шоссе, дом 26";"Парковка перед кафе «KFC» у выхода из станции метро «Нагатинская»";"37.6228791475296";"55.6836938739824";"4";"Южный административный округ";
"1704890";"206";"206";"Парковка такси по адресу Варшавское шоссе, дом 5";"круглосуточно";"Донской район";"Варшавское шоссе, дом 5";"На дублере Варшавского шоссе";"37.6218330860137";"55.7011882722967";"3";"Южный административный округ";
"1704891";"207";"207";"Парковка такси по адресу Варшавское шоссе, дом 80";"круглосуточно";"Нагорный район";"Варшавское шоссе, дом 80";"На дублере Варшавского шоссе";"37.6191455125808";"55.6524197014739";"3";"Южный административный округ";
"1704892";"208";"208";"Парковка такси по адресу Каширское шоссе, дом 27";"круглосуточно";"район Нагатино-Садовники";"Каширское шоссе, дом 27";"Выход из станции метро «Каширская», парковка";"37.6501303911209";"55.6554992154071";"4";"Южный административный округ";
"1704893";"209";"209";"Парковка такси по адресу Загородное шоссе, дом 1 (1)";"круглосуточно";"Донской район";"Загородное шоссе, дом 1";"«СИБИНТЕК»";"37.6150095462799";"55.7002511628713";"4";"Южный административный округ";
"1704894";"251";"251";"Парковка такси по адресу Рождественский бульвар, дом 10/7, строение 1";"круглосуточно";"Мещанский район";"Рождественский бульвар, дом 10/7, строение 1";"У входа в ресторан «Мюнхен»";"37.6264196634292";"55.7664162578059";"2";"Центральный административный округ";
"1704895";"252";"252";"Парковка такси по адресу Сретенский бульвар, дом 19/4";"круглосуточно";"Красносельский район";"Сретенский бульвар, дом 19/4";"Милютенский переулок, 2 крайних машиноместа на пересечении со Сретенским бульваром";"37.6325138567699";"55.7662481632367";"2";"Центральный административный округ";
"1704896";"253";"253";"Парковка такси по адресу Пушкинская площадь, дом 2";"круглосуточно";"Тверской район";"Пушкинская площадь, дом 2";"У кинотеатра «Россия», ближайшие 2 машиноместа к пересечению с Малым Путинковским переулком";"37.6077971933045";"55.7668367929968";"2";"Центральный административный округ";
"1704897";"226";"226";"Парковка такси по адресу Люблинская улица, дом 108А";"круглосуточно";"район Марьино";"Люблинская улица, дом 108А";"Заездной карман";"37.7430577750783";"55.6514463129079";"4";"Юго-Восточный административный округ";
"1704898";"227";"227";"Парковка такси по адресу улица Маршала Чуйкова, дом 3";"круглосуточно";"район Кузьминки";"улица Маршала Чуйкова, дом 3";"Разметка";"37.7640475631415";"55.7043982157973";"5";"Юго-Восточный административный округ";
"1704899";"228";"228";"Парковка такси по адресу Красноказарменная улица, дом 19";"круглосуточно";"район Лефортово";"Красноказарменная улица, дом 19";"Заездной карман";"37.7097913562465";"55.7538944843074";"3";"Юго-Восточный административный округ";
"1704901";"230";"230";"Парковка такси по адресу Цимлянская улица, дом 22";"круглосуточно";"район Люблино";"Цимлянская улица, дом 22";"Заездной карман";"37.7701648234142";"55.66982404787";"4";"Юго-Восточный административный округ";
"1704902";"231";"231";"Парковка такси по адресу проспект 40 лет Октября, дом 23";"круглосуточно";"район Люблино";"проспект 40 лет Октября, дом 23";"Заездной карман";"37.7461259543633";"55.6748382596299";"3";"Юго-Восточный административный округ";
"1704903";"232";"232";"Парковка такси по адресу улица Гурьянова, дом 35";"круглосуточно";"район Печатники";"улица Гурьянова, дом 35";"Заездной карман";"37.7174475070933";"55.6836270986101";"4";"Юго-Восточный административный округ";
"1704904";"233";"233";"Парковка такси по адресу улица Юных Ленинцев, дом 52";"круглосуточно";"район Кузьминки";"улица Юных Ленинцев, дом 52";"Разметка";"37.7654653787612";"55.7001535208133";"5";"Юго-Восточный административный округ";
"1704905";"234";"234";"Парковка такси по адресу улица Вавилова, дом 3";"круглосуточно";"Донской район";"улица Вавилова, дом 3";"Напротив дома 3, заездной карман";"37.5899386167657";"55.7078809380991";"5";"Южный административный округ";
"1704906";"235";"235";"Парковка такси по адресу улица Орджоникидзе, дом 11, строение 1";"круглосуточно";"Донской район";"улица Орджоникидзе, дом 11, строение 1";"Заездной карман";"37.5954471233126";"55.7099108364348";"5";"Южный административный округ";
